id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,misc_val,mo_sold,yr_sold,sale_type,saleprice,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood
2127,907135180,20,RL,60.0,8070.0,Pave,1,1,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1,1,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,1.0,2.0,PConc,4.0,3.0,No,GLQ,588.0,Unf,0.0,402.0,990.0,GasA,3.0,Y,SBrkr,990.0,0,0,990.0,1.0,0.0,1,0,3,1,1.0,5,Typ,0,none,0.0,none,0.0,0.0,No,No,Y,0,0,0,0,0,0,8,2007,WD ,11.724805824005728,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2607,535401140,20,RL,84.0,8658.0,Pave,1,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1,1,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.0,2.0,CBlock,3.0,3.0,No,Rec,643.0,Unf,0.0,445.0,1088.0,GasA,3.0,Y,SBrkr,1324.0,0,0,1324.0,0.0,0.0,2,0,3,1,1.0,6,Typ,1,Attchd,1965.0,RFn,2.0,440.0,TA,TA,Y,0,138,0,0,0,0,12,2006,WD ,11.982929094215963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1754,528275035,60,RL,0.0,8063.0,Pave,1,1,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1,0,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,1.0,2.0,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,924.0,924.0,GasA,3.0,Y,SBrkr,948.0,742,0,1690.0,0.0,0.0,2,1,3,1,1.0,7,Typ,1,Attchd,2000.0,RFn,2.0,463.0,TA,TA,Y,100,48,0,0,0,0,11,2007,WD ,12.106252310247962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1367,903475020,20,RM,49.0,8235.0,Pave,0,0,AllPub,Inside,Gtl,OldTown,Feedr,RRNn,1,1,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,None,1.0,3.0,CBlock,3.0,3.0,No,LwQ,180.0,Rec,645.0,0.0,825.0,GasA,1.0,Y,SBrkr,825.0,0,0,825.0,1.0,0.0,1,0,2,1,1.0,4,Typ,0,Detchd,1963.0,RFn,2.0,720.0,TA,TA,Y,140,50,0,0,0,0,6,2008,WD ,11.736069016284437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
580,534125080,60,RL,78.0,11700.0,Pave,1,1,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1,0,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,1.0,2.0,CBlock,3.0,3.0,No,Rec,298.0,Unf,0.0,429.0,727.0,GasA,3.0,Y,SBrkr,829.0,727,0,1556.0,0.0,0.0,1,1,4,1,1.0,8,Typ,0,Attchd,1968.0,Unf,2.0,441.0,TA,TA,Y,0,0,0,0,0,0,5,2009,WD ,11.944707881395766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
341,924152030,60,RL,74.0,12961.0,Pave,1,1,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1,0,6,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,2.0,3.0,PConc,4.0,3.0,Mn,GLQ,944.0,Unf,0.0,208.0,1152.0,GasA,3.0,Y,SBrkr,1152.0,645,0,1797.0,1.0,0.0,2,1,3,1,2.0,7,Typ,1,Attchd,1993.0,Fin,2.0,616.0,TA,TA,Y,162,312,0,0,0,0,3,2010,WD ,12.35017298950393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26,527403020,20,RL,65.0,8450.0,Pave,1,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1,1,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,1.0,2.0,CBlock,3.0,3.0,No,BLQ,775.0,Unf,0.0,281.0,1056.0,GasA,3.0,Y,SBrkr,1056.0,0,0,1056.0,1.0,0.0,1,0,3,1,1.0,6,Typ,1,Attchd,1968.0,Unf,1.0,304.0,TA,TA,Y,0,85,184,0,0,0,7,2010,WD ,11.863582336583399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2667,902400110,75,RM,90.0,8908.039766702015,Pave,0,1,AllPub,Inside,Gtl,OldTown,Artery,Norm,1,0,10,9,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,None,2.0,3.0,BrkTil,3.0,3.0,Mn,Unf,0.0,Unf,0.0,1107.0,1107.0,GasA,3.0,Y,SBrkr,1518.0,1518,572,1491.3393643031784,0.0,0.0,2,1,4,1,3.0,12,Typ,2,Detchd,1993.0,Unf,3.0,436.1825396825397,Ex,TA,Y,0,260,0,0,410,0,6,2006,WD ,13.071070083016778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2884,911370430,120,RM,41.0,5748.0,Pave,0,0,AllPub,Inside,Mod,Crawfor,Norm,Norm,0,1,8,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,Stone,2.0,2.0,PConc,5.0,3.0,Gd,GLQ,1573.0,Unf,0.0,0.0,1573.0,GasA,3.0,Y,SBrkr,1778.0,0,0,1778.0,2.0,0.0,2,0,2,1,3.0,5,Typ,1,Attchd,2005.0,Fin,2.0,495.0,TA,TA,Y,123,53,0,0,153,0,2,2006,New,12.834681304952548,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28,527425090,20,RL,70.0,10500.0,Pave,1,1,AllPub,FR2,Gtl,NAmes,Norm,Norm,1,1,4,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,1.0,2.0,CBlock,3.0,3.0,No,ALQ,432.0,Unf,0.0,432.0,864.0,GasA,1.0,Y,SBrkr,864.0,0,0,864.0,0.0,0.0,1,0,3,1,1.0,5,Typ,1,none,0.0,none,0.0,0.0,No,No,Y,0,0,0,0,0,0,4,2010,ConLI,11.652687407345388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
531,528488100,20,FV,62.0,7500.0,Pave,1,1,AllPub,Inside,Gtl,Somerst,Norm,Norm,1,1,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,2.0,2.0,PConc,4.0,3.0,No,GLQ,410.0,Unf,0.0,811.0,1221.0,GasA,3.0,Y,SBrkr,1221.0,0,0,1221.0,1.0,0.0,2,0,2,1,2.0,6,Typ,0,Attchd,2004.0,RFn,2.0,400.0,TA,TA,Y,0,113,0,0,0,0,10,2009,WD ,12.128111104060462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2189,908228010,40,RL,62.0,10042.0,Pave,1,0,AllPub,Corner,Gtl,Edwards,Norm,Norm,1,0,6,8,1920,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,2.0,BrkTil,3.0,3.0,No,LwQ,144.0,ALQ,278.0,238.0,660.0,GasA,1.0,Y,SBrkr,740.0,125,0,865.0,1.0,0.0,1,0,2,1,1.0,4,Typ,1,Detchd,1920.0,Unf,1.0,216.0,TA,TA,Y,0,0,84,0,0,0,8,2007,WD ,11.594505451962652,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2508,533212110,160,FV,24.0,2544.0,Pave,1,1,AllPub,Inside,Gtl,Somerst,Norm,Norm,0,0,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,2.0,2.0,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,3.0,Y,SBrkr,520.0,623,80,1223.0,0.0,0.0,2,1,2,1,2.0,4,Typ,0,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,0,166,0,0,0,0,7,2006,WD ,11.900905258737373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
573,533223030,160,FV,35.0,3768.0,Pave,1,1,AllPub,FR2,Gtl,Somerst,Norm,Norm,0,0,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,2.0,2.0,PConc,4.0,3.0,No,GLQ,549.0,Unf,0.0,142.0,691.0,GasA,3.0,Y,SBrkr,713.0,739,0,1452.0,1.0,0.0,2,1,3,1,2.0,6,Typ,0,Detchd,1999.0,Unf,2.0,506.0,TA,TA,Y,0,34,0,0,0,0,9,2009,WD ,11.957611286231675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1363,903455030,50,RM,0.0,10320.0,Pave,1,1,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1,0,5,6,1915,1978,Gable,CompShg,HdBoard,HdBoard,None,1.0,1.0,BrkTil,3.0,2.0,No,Unf,0.0,Unf,0.0,880.0,880.0,GasA,2.0,Y,SBrkr,880.0,428,0,1308.0,0.0,0.0,2,0,2,1,1.0,6,Typ,0,Detchd,1950.0,Unf,2.0,400.0,Fa,Fa,Y,0,0,117,0,0,0,4,2008,WD ,11.695247021764184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,528290030,80,RL,61.0,9734.0,Pave,0,1,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1,0,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,2.0,2.0,PConc,4.0,3.0,Mn,GLQ,241.0,Rec,113.0,30.0,384.0,GasA,3.0,Y,SBrkr,744.0,630,0,1374.0,0.0,0.0,2,1,3,1,2.0,7,Typ,0,BuiltIn,2004.0,Fin,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,5,2009,WD ,12.025749091398891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1083,528228445,120,RL,43.0,3182.0,Pave,1,1,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,0,1,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,2.0,2.0,PConc,4.0,4.0,No,GLQ,16.0,Unf,0.0,1330.0,1346.0,GasA,3.0,Y,SBrkr,1504.0,0,0,1504.0,0.0,0.0,2,0,2,1,2.0,7,Typ,1,Attchd,2005.0,Fin,2.0,437.0,TA,TA,Y,156,20,0,0,0,0,5,2008,WD ,12.160028707028767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1620,527110130,80,RL,56.0,8872.0,Pave,0,0,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1,0,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,1.0,2.0,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,2.0,Y,SBrkr,754.0,630,0,1384.0,0.0,0.0,2,1,3,1,1.0,7,Typ,1,BuiltIn,1997.0,Fin,2.0,390.0,TA,TA,Y,0,0,0,0,0,0,3,2007,WD ,11.992260421644849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1929,535181140,20,RL,70.0,12198.0,Pave,0,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1,1,5,6,1955,1975,Gable,CompShg,VinylSd,VinylSd,None,1.0,2.0,CBlock,3.0,3.0,Av,Rec,780.0,Unf,0.0,424.0,1204.0,GasA,1.0,Y,SBrkr,1411.0,0,0,1411.0,0.0,0.0,1,0,3,1,1.0,7,Typ,1,Attchd,1955.0,RFn,1.0,310.0,TA,TA,Y,278,82,0,0,0,0,6,2007,COD,11.77528972943772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1820,532354010,20,RL,80.0,8480.0,Pave,1,1,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1,1,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,1.0,2.0,CBlock,3.0,3.0,No,GLQ,630.0,Unf,0.0,340.0,970.0,GasA,1.0,Y,SBrkr,970.0,0,0,970.0,1.0,0.0,1,0,2,1,1.0,5,Typ,0,Detchd,1996.0,Unf,2.0,624.0,TA,TA,Y,0,24,0,0,192,0,7,2007,WD ,11.794337924408413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1398,905300020,80,RL,0.0,10200.0,Pave,1,1,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1,0,5,8,1970,1970,Hip,CompShg,HdBoard,HdBoard,None,1.0,3.0,PConc,4.0,3.0,Av,ALQ,704.0,Unf,0.0,160.0,864.0,GasA,3.0,Y,SBrkr,904.0,0,0,904.0,0.0,0.0,1,0,3,1,2.0,5,Typ,0,2Types,1979.0,Unf,3.0,436.1825396825397,TA,TA,Y,143,0,0,0,0,0,6,2008,WD ,11.877568578558138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2177,908152180,90,RL,0.0,9555.0,Pave,0,1,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,0,0,5,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,1.0,2.0,Slab,0.0,0.0,none,none,0.0,none,0.0,0.0,0.0,GasA,1.0,Y,SBrkr,1100.0,1133,0,2233.0,0.0,0.0,2,1,5,2,1.0,11,Typ,0,Attchd,1979.0,Fin,2.0,579.0,TA,Gd,Y,0,0,0,0,0,0,2,2007,WD ,11.856515169360305,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2144,907227100,20,RL,60.0,7200.0,Pave,1,1,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1,1,4,8,1972,2006,Gable,CompShg,Plywood,Plywood,None,1.0,3.0,CBlock,3.0,3.0,No,Rec,385.0,Unf,0.0,0.0,385.0,GasA,2.0,Y,SBrkr,875.0,0,0,875.0,0.0,0.0,1,0,3,1,2.0,5,Typ,0,Detchd,1975.0,Unf,2.0,728.0,TA,TA,Y,352,0,0,0,0,0,10,2007,WD ,11.669929213779893,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2697,903456090,190,RM,60.0,6780.0,Pave,1,1,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,0,0,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,1.0,CBlock,3.0,3.0,Av,GLQ,490.0,Unf,0.0,30.0,520.0,GasA,2.0,N,SBrkr,520.0,0,234,754.0,1.0,0.0,1,0,2,1,1.0,5,Typ,0,none,0.0,none,0.0,0.0,No,No,N,53,0,0,0,0,0,6,2006,WD ,11.344506813345266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1403,905401060,20,RL,0.0,8908.039766702015,Pave,0,0,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1,1,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,None,1.0,2.0,CBlock,4.0,3.0,Gd,BLQ,1116.0,Unf,0.0,248.0,1364.0,GasA,3.0,Y,SBrkr,1663.0,0,0,1663.0,1.0,0.0,1,0,2,1,2.0,6,Min1,2,Attchd,1954.0,Fin,2.0,529.0,TA,TA,Y,224,137,0,0,0,0,3,2008,WD ,12.4529327234617,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
596,534226120,20,RL,70.0,9100.0,Pave,1,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1,1,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,1.0,2.0,CBlock,3.0,3.0,No,BLQ,338.0,Rec,466.0,121.0,925.0,GasA,3.0,Y,SBrkr,925.0,0,0,925.0,0.0,1.0,1,0,2,1,1.0,5,Typ,0,Detchd,1965.0,Unf,1.0,429.0,TA,TA,Y,0,0,0,0,0,0,7,2009,WD ,11.67419361256635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
922,909276200,50,RL,130.0,9600.0,Pave,0,0,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1,0,5,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,2.0,3.0,BrkTil,3.0,2.0,No,Rec,428.0,Unf,0.0,300.0,728.0,GasA,3.0,Y,SBrkr,976.0,332,0,1308.0,1.0,0.0,1,1,2,1,1.0,7,Min2,2,Detchd,1940.0,Unf,1.0,256.0,TA,TA,Y,0,70,0,0,0,0,6,2009,WD ,11.982929094215963,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2065,905201080,20,RL,81.0,14175.0,Pave,1,0,AllPub,Inside,Mod,Sawyer,PosA,Norm,1,1,5,5,1956,1998,Hip,CompShg,BrkFace,BrkFace,None,1.0,2.0,CBlock,3.0,3.0,No,Rec,386.0,ALQ,522.0,332.0,1240.0,GasA,2.0,Y,SBrkr,1375.0,0,0,1375.0,1.0,0.0,1,0,3,1,1.0,6,Typ,1,Attchd,1956.0,Unf,1.0,323.0,TA,TA,Y,0,0,0,0,0,0,12,2007,WD ,12.138863895836725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1710,528166150,60,RL,110.0,14277.0,Pave,1,1,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1,0,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,2.0,2.0,PConc,5.0,3.0,Mn,GLQ,938.0,Unf,0.0,379.0,1317.0,GasA,3.0,Y,SBrkr,1217.0,1168,0,2385.0,1.0,0.0,2,1,3,1,2.0,7,Typ,1,Attchd,2003.0,Fin,3.0,436.1825396825397,TA,TA,Y,192,228,0,0,0,0,1,2007,WD ,12.765688433465597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1034,527401130,90,RL,60.0,9000.0,Pave,1,1,AllPub,FR2,Gtl,NAmes,Norm,Norm,0,0,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,1.0,2.0,CBlock,4.0,3.0,Mn,Unf,0.0,Unf,0.0,896.0,896.0,GasA,1.0,Y,SBrkr,896.0,896,0,1792.0,0.0,0.0,2,2,4,2,1.0,8,Typ,0,Detchd,1982.0,Unf,2.0,480.0,TA,TA,Y,0,45,0,0,0,0,6,2008,WD ,11.79810440720389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1057,528110110,20,RL,105.0,13693.0,Pave,1,1,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1,1,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,2.0,2.0,PConc,5.0,3.0,Gd,GLQ,1728.0,BLQ,495.0,195.0,2418.0,GasA,3.0,Y,SBrkr,2464.0,0,0,2464.0,1.0,0.0,2,1,4,1,3.0,9,Typ,1,Attchd,2007.0,Fin,3.0,650.0,TA,TA,Y,358,78,0,0,0,0,8,2008,WD ,12.942039823273047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
470,528228295,120,RL,51.0,3635.0,Pave,1,1,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,0,1,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,2.0,2.0,PConc,4.0,3.0,No,ALQ,988.0,Unf,0.0,398.0,1386.0,GasA,3.0,Y,SBrkr,1569.0,0,0,1569.0,0.0,1.0,2,0,1,1,2.0,7,Typ,1,Attchd,2007.0,RFn,3.0,660.0,TA,TA,Y,143,20,0,0,0,0,5,2009,WD ,12.077670930725649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
819,906340100,20,RL,84.0,10933.0,Pave,1,1,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1,1,9,5,2009,2009,Hip,CompShg,VinylSd,VinylSd,Stone,3.0,2.0,PConc,5.0,3.0,Gd,GLQ,1021.0,Unf,0.0,534.0,1555.0,GasA,3.0,Y,SBrkr,1680.0,0,0,1680.0,1.0,0.0,1,1,1,1,3.0,8,Typ,1,Attchd,2009.0,Fin,3.0,436.1825396825397,TA,TA,Y,185,24,0,0,0,0,7,2009,New,12.686218418914901,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
